DATAFLOW,LAST UPDATE,freq,aquaenv,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,NL,2018,91,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,NL,2019,90,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,NL,2020,91,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,NL,2021,90,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,NL,2022,91,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2011,89,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2012,88,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2013,83,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2014,85,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2015,83,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2016,89,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2017,97,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2018,146,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2019,163,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2020,166,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2021,177,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PL,2022,185,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2011,431,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2012,437,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2013,446,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2014,452,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2015,460,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2016,464,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2017,480,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2018,480,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2019,481,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2020,493,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2021,502,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,PT,2022,509,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2011,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2012,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2013,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2014,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2015,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2016,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2017,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2018,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2019,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2020,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2021,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,RO,2022,49,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2011,249,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2012,248,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2013,247,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2014,245,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2015,246,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2016,245,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2017,244,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2018,244,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2019,244,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2020,248,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2021,257,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SE,2022,261,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2011,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2012,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2013,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2014,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2015,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2016,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2017,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2018,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2019,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2020,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2021,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SI,2022,21,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2011,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2012,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2013,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2014,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2015,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2016,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2017,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2018,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2019,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2020,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2021,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,SK,2022,,z
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2011,605,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2012,617,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2013,616,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2014,617,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2015,617,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2016,615,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2017,634,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2018,644,
ESTAT:SDG_14_40(1.0),04/07/23 11:00:00,A,CST_NR,UK,2019,644,
