DATAFLOW,LAST UPDATE,freq,unit,quantile,age,sex,levels,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AL,2017,81.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AL,2018,81.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AL,2019,82.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AL,2020,82.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2005,71.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2006,71.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2007,72.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2008,70.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2009,70.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2010,69.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2011,68.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2012,70.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2013,68.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2014,69.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2015,69.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2016,70.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2017,70.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2018,71.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2019,71.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2020,74.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2021,72.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,AT,2022,70.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2005,72.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2006,74.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2007,74.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2008,74.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2009,73.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2010,73.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2011,73.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2012,74.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2013,74.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2014,75.1,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2015,74.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2016,73.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2017,74.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2018,74.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2019,74.0,b
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2020,75.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2021,76.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BE,2022,75.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2005,60.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2006,60.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2007,61.9,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2008,62.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2009,65.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2010,67.3,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2011,67.2,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2012,66.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2013,66.4,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2014,66.0,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2015,65.6,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2016,65.8,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2017,66.7,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2018,66.5,
ESTAT:SDG_03_20(1.0),11/07/23 23:00:00,A,PC,TOTAL,Y_GE16,T,VG_G,BG,2019,67.2,
